交易时间,交易分类,交易对方,商品说明,收/支,金额,收/付款方式,交易状态,来源,是否退款
2024-06-25 08:43:29,服饰装扮,优衣库,优衣库-换季衣服,支出,819.05,余额宝,支付成功,支付宝,False
2024-06-24 21:42:10,餐饮美食,瑞幸咖啡,瑞幸咖啡-下午茶,支出,97.88,余额宝,支付成功,支付宝,False
2024-06-24 15:09:04,餐饮美食,必胜客,必胜客-周末改善伙食,支出,161.72,余额宝,支付成功,支付宝,False
2024-06-24 11:32:43,文化休闲,猫眼电影,猫眼电影-看电影,支出,69.0,余额宝,支付成功,支付宝,False
2024-06-24 10:40:16,转账,朋友,朋友-转账,收入,95.95,零钱,支付成功,微信,False
2024-06-23 23:14:19,教育培训,家乐福,家乐福-超市购物,支出,12.37,余额宝,支付成功,支付宝,False
2024-06-23 20:00:59,医疗健康,第一人民医院,第一人民医院-口罩消毒液,支出,205.38,余额宝,支付成功,支付宝,False
2024-06-23 17:53:21,充值缴费,中国联通,中国联通-话费充值,支出,103.93,余额宝,支付成功,支付宝,False
2024-06-23 17:29:41,餐饮美食,兰州拉面,兰州拉面-工作餐,支出,194.63,余额宝,支付成功,支付宝,False
2024-06-23 16:13:19,爱车养车,4S店,4S店-保养,支出,195.36,余额宝,支付成功,支付宝,False
2024-06-23 12:39:14,交通出行,地铁出行,地铁出行-停车费,支出,90.32,余额宝,支付成功,支付宝,False
2024-06-23 11:11:07,家居家装,名创优品,名创优品-纸巾湿巾,支出,176.67,余额宝,支付成功,支付宝,False
2024-06-22 18:36:18,转账,房东,房东-还款,支出,107.35,零钱,支付成功,微信,False
2024-06-22 14:00:43,收入,XX科技有限公司,XX科技有限公司-奖金,收入,106.05,余额宝,支付成功,支付宝,False
2024-06-22 13:21:29,转账红包,王五,王五-转账,收入,116.57,余额宝,支付成功,支付宝,False
2024-06-22 08:36:41,餐饮美食,美团外卖,美团外卖-早餐,支出,889.63,余额宝,支付成功,支付宝,False
2024-06-21 18:56:27,其他,菜市场,菜市场-买早餐,支出,11.57,余额宝,支付成功,支付宝,False
2024-06-21 13:26:22,日用百货,屈臣氏,屈臣氏-购买生活用品,支出,26.22,余额宝,支付成功,支付宝,False
2024-06-21 13:12:50,群收款,旅游群,旅游群-活动费,支出,92.0,零钱,支付成功,微信,False
2024-06-20 22:53:29,餐饮美食,饿了么,饿了么-周末改善伙食,支出,49.34,余额宝,支付成功,支付宝,False
2024-06-20 22:28:13,餐饮美食,肯德基,肯德基-早餐,支出,7.82,余额宝,支付成功,支付宝,False
2024-06-20 20:57:18,餐饮美食,必胜客,必胜客-早餐,支出,6.41,余额宝,支付成功,支付宝,False
2024-06-20 17:19:08,扫二维码付款,小吃店,小吃店-付款,支出,161.5,零钱,支付成功,微信,False
2024-06-20 12:16:26,餐饮美食,沙县小吃,沙县小吃-周末改善伙食,支出,141.15,余额宝,支付成功,支付宝,False
2024-06-20 11:45:15,群收款,班级群,班级群-AA分摊,支出,135.63,零钱,支付成功,微信,False
2024-06-20 01:51:33,餐饮美食,必胜客,必胜客-周末改善伙食,支出,16.88,余额宝,支付成功,支付宝,False
2024-06-19 19:24:58,商户消费,水果摊,水果摊-零钱支付,支出,44.42,零钱,支付成功,微信,False
2024-06-19 12:53:28,医疗健康,海王星辰,海王星辰-口罩消毒液,支出,41.32,余额宝,支付成功,支付宝,False
2024-06-18 20:02:25,扫二维码付款,出租车,出租车-扫码支付,支出,57.25,零钱,支付成功,微信,False
2024-06-18 19:27:35,酒店旅游,亚朵酒店,亚朵酒店-机票,支出,2119.3,余额宝,支付成功,支付宝,False
2024-06-18 19:17:29,扫二维码付款,小吃店,小吃店-扫码支付,支出,18.08,零钱,支付成功,微信,False
2024-06-18 17:54:44,日用百货,罗森,罗森-购买生活用品,支出,12.75,余额宝,支付成功,支付宝,False
2024-06-18 17:52:35,商户消费,早餐车,早餐车-买早餐,支出,180.44,零钱,支付成功,微信,False
2024-06-18 13:51:16,日用百货,7-11便利店,7-11便利店-超市购物,支出,87.43,余额宝,支付成功,支付宝,False
2024-06-18 10:44:24,日用百货,屈臣氏,屈臣氏-零食饮料,支出,75.23,余额宝,支付成功,支付宝,False
2024-06-17 22:32:14,爱车养车,平安车险,平安车险-保险,支出,102.77,余额宝,支付成功,支付宝,False
2024-06-17 22:13:01,转账红包,家庭群,家庭群-AA收款,支出,25.0,余额宝,支付成功,支付宝,False
2024-06-17 19:42:08,餐饮美食,蜜雪冰城,蜜雪冰城-早餐,支出,144.07,余额宝,支付成功,支付宝,False
2024-06-17 19:23:39,商户消费,水果摊,水果摊-买水果,支出,8.79,零钱,支付成功,微信,False
2024-06-17 11:52:08,转账,借款人,借款人-房租,支出,140.52,零钱,支付成功,微信,False
2024-06-16 20:27:37,群收款,班级群,班级群-活动费,支出,148.04,零钱,支付成功,微信,False
2024-06-16 19:18:58,酒店旅游,去哪儿网,去哪儿网-订酒店,支出,1729.37,余额宝,支付成功,支付宝,False
2024-06-16 11:48:48,文化休闲,猫眼电影,猫眼电影-看电影,支出,179.58,余额宝,支付成功,支付宝,False
2024-06-15 18:23:52,文化休闲,网鱼网咖,网鱼网咖-演唱会门票,支出,241.1,余额宝,支付成功,支付宝,False
2024-06-15 16:26:53,商户消费,便利店,便利店-买水果,支出,3.49,零钱,支付成功,微信,False
2024-06-15 14:30:00,收入,XX科技有限公司,工资,收入,15000.0,银行卡,支付成功,支付宝,False
2024-06-15 11:46:12,交通出行,公交公司,公交公司-地铁充值,支出,12.91,余额宝,支付成功,支付宝,False
2024-06-15 09:44:59,文化休闲,网鱼网咖,网鱼网咖-看电影,支出,154.67,余额宝,支付成功,支付宝,False
2024-06-15 02:15:37,扫二维码付款,打印店,打印店-付款,支出,129.35,零钱,支付成功,微信,False
2024-06-14 21:57:03,充值缴费,爱奇艺,爱奇艺-流量包,支出,61.55,余额宝,支付成功,支付宝,False
2024-06-14 13:51:25,其他,早餐车,早餐车-零钱支付,支出,86.73,余额宝,支付成功,支付宝,False
2024-06-13 17:54:55,餐饮美食,美团外卖,美团外卖-周末改善伙食,支出,7.31,余额宝,支付成功,支付宝,False
2024-06-12 21:20:28,服饰装扮,ZARA,ZARA-鞋子,支出,1171.16,余额宝,支付成功,支付宝,False
2024-06-12 18:44:26,商户消费,便利店,便利店-零钱支付,支出,11.02,零钱,支付成功,微信,False
2024-06-11 19:25:27,交通出行,中国石油,中国石油-停车费,支出,9.5,余额宝,支付成功,支付宝,False
2024-06-11 18:29:08,美容美发,震轩美容美发,震轩美容美发-染发,支出,130.9,余额宝,支付成功,支付宝,False
2024-06-11 12:37:44,扫二维码付款,小吃店,小吃店-付款,支出,134.14,零钱,支付成功,微信,False
2024-06-11 09:15:51,餐饮美食,必胜客,必胜客-聚餐,支出,24.5,余额宝,支付成功,支付宝,False
2024-06-10 17:57:35,其他,菜市场,菜市场-买菜,支出,239.67,余额宝,支付成功,支付宝,False
2024-06-10 12:00:18,医疗健康,大参林药店,大参林药店-挂号费,支出,84.7,余额宝,支付成功,支付宝,False
2024-06-10 10:48:37,餐饮美食,美团外卖,美团外卖-下午茶,支出,34.2,余额宝,支付成功,支付宝,False
2024-06-09 22:31:51,转账,朋友,朋友-还款,支出,102.38,零钱,支付成功,微信,False
2024-06-09 18:01:23,餐饮美食,瑞幸咖啡,瑞幸咖啡-聚餐,支出,77.41,余额宝,支付成功,支付宝,False
2024-06-09 14:20:58,商户消费,早餐车,早餐车-零钱支付,支出,37.44,零钱,支付成功,微信,False
2024-06-09 13:18:06,服饰装扮,耐克Nike,耐克Nike-配饰,支出,129.6,余额宝,支付成功,支付宝,False
2024-06-09 12:57:56,扫二维码付款,出租车,出租车-付款,支出,5.59,零钱,支付成功,微信,False
2024-06-09 12:45:47,餐饮美食,喜茶,喜茶-周末改善伙食,支出,139.87,余额宝,支付成功,支付宝,False
2024-06-09 12:36:43,餐饮美食,必胜客,必胜客-下午茶,支出,11.04,余额宝,支付成功,支付宝,False
2024-06-09 10:53:08,其他,便利店,便利店-零钱支付,支出,109.54,余额宝,支付成功,支付宝,False
2024-06-09 09:16:07,交通出行,铁路12306,铁路12306-回家车票,支出,69.04,余额宝,支付成功,支付宝,False
2024-06-09 01:58:49,转账红包,李四,李四-借款还款,支出,116.59,余额宝,支付成功,支付宝,False
2024-06-08 19:07:58,餐饮美食,麦当劳,麦当劳-下午茶,支出,110.3,余额宝,支付成功,支付宝,False
2024-06-08 11:23:29,扫二维码付款,打印店,打印店-付款,支出,7.04,零钱,支付成功,微信,False
2024-06-07 21:38:00,爱车养车,4S店,4S店-保养,支出,185.6,余额宝,支付成功,支付宝,False
2024-06-07 21:12:11,运动户外,京东超市,京东超市-洗漱用品,支出,700.91,余额宝,支付成功,支付宝,False
2024-06-07 19:46:54,餐饮美食,饿了么,饿了么-外卖订单,支出,35.88,余额宝,支付成功,支付宝,False
2024-06-06 15:51:27,交通出行,地铁出行,地铁出行-回家车票,支出,8.96,余额宝,支付成功,支付宝,False
2024-06-06 15:10:09,商户消费,小卖部,小卖部-零钱支付,支出,33.92,零钱,支付成功,微信,False
2024-06-06 12:57:53,美容美发,震轩美容美发,震轩美容美发-化妆品,支出,197.7,余额宝,支付成功,支付宝,False
2024-06-06 09:57:53,餐饮美食,美团外卖,美团外卖-下午茶,支出,29.54,余额宝,支付成功,支付宝,False
2024-06-06 09:40:27,亲子,全家FamilyMart,全家FamilyMart-购买生活用品,支出,92.25,余额宝,支付成功,支付宝,False
2024-06-05 19:47:48,日用百货,淘宝购物,淘宝购物-纸巾湿巾,支出,456.19,余额宝,支付成功,支付宝,False
2024-06-05 14:35:25,服饰装扮,耐克Nike,耐克Nike-运动装备,支出,458.7,余额宝,支付成功,支付宝,False
2024-06-04 11:05:08,餐饮美食,星巴克,星巴克-下午茶,支出,16.42,余额宝,支付成功,支付宝,False
2024-06-04 10:49:08,日用百货,家乐福,家乐福-洗漱用品,支出,91.06,余额宝,支付成功,支付宝,False
2024-06-03 20:52:24,餐饮美食,兰州拉面,兰州拉面-外卖订单,支出,105.56,余额宝,支付成功,支付宝,False
2024-06-03 13:52:53,日用百货,7-11便利店,7-11便利店-零食饮料,支出,361.96,余额宝,支付成功,支付宝,False
2024-06-03 13:52:21,商户消费,水果摊,水果摊-零钱支付,支出,3.32,零钱,支付成功,微信,False
2024-06-03 11:06:58,商户消费,便利店,便利店-买水果,支出,48.22,零钱,支付成功,微信,False
2024-06-02 18:26:09,日用百货,淘宝购物,淘宝购物-纸巾湿巾,支出,40.02,余额宝,支付成功,支付宝,False
2024-06-02 16:22:43,商户消费,便利店,便利店-买早餐,支出,112.17,零钱,支付成功,微信,False
2024-06-02 04:29:45,餐饮美食,瑞幸咖啡,瑞幸咖啡-聚餐,支出,25.27,余额宝,支付成功,支付宝,False
2024-06-02 01:12:48,其他,菜市场,菜市场-买菜,支出,131.77,余额宝,支付成功,支付宝,False
2024-06-02 00:27:24,商户消费,早餐车,早餐车-买菜,支出,124.0,零钱,支付成功,微信,False
2024-06-01 19:52:37,扫二维码付款,出租车,出租车-付款,支出,22.4,零钱,支付成功,微信,False
2024-06-01 12:17:08,其他,便利店,便利店-零钱支付,支出,127.85,余额宝,支付成功,支付宝,False
2024-06-01 10:27:46,扫二维码付款,小吃店,小吃店-付款,支出,8.01,零钱,支付成功,微信,False
2024-06-01 09:00:00,住房物业,房东,房租,支出,4500.0,银行卡,支付成功,支付宝,False
2024-05-31 23:45:43,微信红包,同学,同学-恭喜发财,支出,3.21,零钱,支付成功,微信,False
2024-05-31 19:28:55,微信红包,微信好友,微信好友-大吉大利,收入,124.55,零钱,支付成功,微信,False
2024-05-31 16:42:32,亲子,沃尔玛,沃尔玛-购买生活用品,支出,19.5,余额宝,支付成功,支付宝,False
2024-05-31 15:17:01,交通出行,中国石油,中国石油-打车上班,支出,6.32,余额宝,支付成功,支付宝,False
2024-05-31 14:22:46,交通出行,地铁出行,地铁出行-回家车票,支出,85.97,余额宝,支付成功,支付宝,False
2024-05-31 12:38:00,日用百货,屈臣氏,屈臣氏-超市购物,支出,69.77,余额宝,支付成功,支付宝,False
2024-05-31 10:11:05,交通出行,中国石化,中国石化-停车费,支出,19.23,余额宝,支付成功,支付宝,False
2024-05-30 20:33:51,餐饮美食,星巴克,星巴克-周末改善伙食,支出,20.81,余额宝,支付成功,支付宝,False
2024-05-30 19:01:46,日用百货,7-11便利店,7-11便利店-零食饮料,支出,323.87,余额宝,支付成功,支付宝,False
2024-05-30 15:56:07,转账,房东,房东-转账,支出,187.55,零钱,支付成功,微信,False
2024-05-30 15:05:36,餐饮美食,饿了么,饿了么-早餐,支出,29.8,余额宝,支付成功,支付宝,False
2024-05-30 14:52:16,转账,借款人,借款人-转账,支出,824.86,零钱,支付成功,微信,False
2024-05-30 14:04:31,日用百货,家乐福,家乐福-超市购物,支出,265.98,余额宝,支付成功,支付宝,False
2024-05-30 12:29:33,日用百货,沃尔玛,沃尔玛-超市购物,支出,43.07,余额宝,支付成功,支付宝,False
2024-05-30 12:23:47,文化休闲,大麦网,大麦网-看电影,支出,313.3,余额宝,支付成功,支付宝,False
2024-05-30 12:20:00,服饰装扮,耐克Nike,耐克Nike-鞋子,支出,274.63,余额宝,支付成功,支付宝,False
2024-05-29 23:14:55,商户消费,早餐车,早餐车-买早餐,支出,47.2,零钱,支付成功,微信,False
2024-05-29 18:56:00,日用百货,名创优品,名创优品-零食饮料,支出,434.47,余额宝,支付成功,支付宝,False
2024-05-29 16:17:03,扫二维码付款,路边摊,路边摊-付款,支出,4.69,零钱,支付成功,微信,False
2024-05-29 15:02:37,餐饮美食,蜜雪冰城,蜜雪冰城-聚餐,支出,18.33,余额宝,支付成功,支付宝,False
2024-05-29 13:54:09,文化休闲,万达影城,万达影城-演唱会门票,支出,520.02,余额宝,支付成功,支付宝,False
2024-05-29 09:37:55,商户消费,小卖部,小卖部-买水果,支出,20.91,零钱,支付成功,微信,False
2024-05-28 22:44:16,商户消费,水果摊,水果摊-零钱支付,支出,44.42,零钱,支付成功,微信,False
2024-05-28 19:54:11,商户消费,便利店,便利店-买菜,支出,79.54,零钱,支付成功,微信,False
2024-05-28 13:31:48,微信红包,同学,同学-大吉大利,支出,8.33,零钱,支付成功,微信,False
2024-05-27 23:54:57,宠物,家乐福,家乐福-超市购物,支出,30.43,余额宝,支付成功,支付宝,False
2024-05-27 22:07:47,扫二维码付款,路边摊,路边摊-付款,支出,4.53,零钱,支付成功,微信,False
2024-05-27 19:23:43,餐饮美食,兰州拉面,兰州拉面-周末改善伙食,支出,43.04,余额宝,支付成功,支付宝,False
2024-05-27 18:04:53,商户消费,早餐车,早餐车-买水果,支出,19.86,零钱,支付成功,微信,False
2024-05-27 12:18:54,餐饮美食,肯德基,肯德基-下午茶,支出,125.86,余额宝,支付成功,支付宝,False
2024-05-27 09:29:07,餐饮美食,肯德基,肯德基-早餐,支出,24.81,余额宝,支付成功,支付宝,False
2024-05-27 00:51:34,住房物业,房东,房东-房租,支出,40.95,余额宝,支付成功,支付宝,False
2024-05-26 14:10:57,餐饮美食,必胜客,必胜客-夜宵,支出,20.7,余额宝,支付成功,支付宝,False
2024-05-26 13:15:20,交通出行,中国石化,中国石化-共享单车,支出,5.33,余额宝,支付成功,支付宝,False
2024-05-26 12:57:54,微信红包,同学,同学-恭喜发财,支出,264.77,零钱,支付成功,微信,False
2024-05-26 12:51:29,扫二维码付款,打印店,打印店-付款,支出,3.77,零钱,支付成功,微信,False
2024-05-26 11:39:12,服饰装扮,H&M,H&M-配饰,支出,90.55,余额宝,支付成功,支付宝,False
2024-05-26 10:09:18,餐饮美食,饿了么,饿了么-早餐,支出,28.02,余额宝,支付成功,支付宝,False
2024-05-25 16:00:21,餐饮美食,星巴克,星巴克-周末改善伙食,支出,117.23,余额宝,支付成功,支付宝,False
2024-05-25 11:37:01,转账,朋友,朋友-房租,收入,89.64,零钱,支付成功,微信,False
2024-05-25 10:50:35,商户消费,水果摊,水果摊-零钱支付,支出,19.15,零钱,支付成功,微信,False
2024-05-24 20:19:09,转账,房东,房东-房租,支出,570.59,零钱,支付成功,微信,False
2024-05-24 13:46:36,微信红包,家人,家人-生日快乐,收入,6.43,零钱,支付成功,微信,False
2024-05-24 12:00:00,其他,小卖部,小卖部-买水果,支出,117.77,余额宝,支付成功,支付宝,False
2024-05-24 10:57:42,收入,闲鱼买家,闲鱼买家-理财收益,收入,77.75,余额宝,支付成功,支付宝,False
2024-05-23 23:41:29,日用百货,京东超市,京东超市-购买生活用品,支出,81.0,余额宝,支付成功,支付宝,False
2024-05-23 20:16:25,群收款,旅游群,旅游群-AA分摊,支出,143.51,零钱,支付成功,微信,False
2024-05-23 17:47:42,住房物业,房东,房东-电费,支出,152.11,余额宝,支付成功,支付宝,False
2024-05-23 17:45:58,餐饮美食,瑞幸咖啡,瑞幸咖啡-外卖订单,支出,25.33,余额宝,支付成功,支付宝,False
2024-05-23 16:07:48,餐饮美食,美团外卖,美团外卖-夜宵,支出,23.67,余额宝,支付成功,支付宝,False
